169,person,0,238,290,43,145,0
182,person,0,203,256,36,150,0
183,person,0,202,256,36,151,0
184,person,0,204,248,44,153,0
185,person,0,201,245,43,156,0
186,person,0,197,244,46,158,0
187,person,0,186,241,49,160,0
188,person,0,178,235,51,160,0
202,person,0,129,182,69,168,0
203,person,0,127,181,69,168,0
204,person,0,123,173,70,167,0
205,person,0,123,172,69,167,0
211,person,0,102,143,69,177,0
212,person,0,99,143,70,179,0
213,person,0,96,139,71,182,0
214,person,0,84,135,73,178,0
215,person,0,84,134,73,178,0
216,person,0,81,133,72,180,0
