0,person,0,508,556,174,305,0
0,person,1,378,404,203,288,0
1,person,0,509,557,176,304,0
1,person,1,150,188,217,274,0
1,person,2,378,403,204,288,0
2,person,0,511,561,174,303,0
2,person,1,150,188,217,274,0
2,person,2,378,403,204,288,0
3,person,0,150,188,217,274,0
3,person,1,377,402,204,288,0
4,person,0,503,556,170,304,0
4,person,1,150,188,217,274,0
4,person,2,374,400,203,288,0
5,person,0,150,189,217,274,0
6,person,0,150,189,217,274,0
6,person,1,751,842,159,272,0
7,person,0,150,189,217,274,0
8,person,0,150,189,217,274,0
9,person,0,150,189,217,274,0
10,person,0,754,844,158,277,0
10,person,1,150,188,217,274,0
11,person,0,750,844,155,277,0
11,person,1,150,188,217,274,0
12,person,0,751,845,155,277,0
12,person,1,151,187,217,274,0
13,person,0,754,843,155,277,0
13,person,1,151,186,217,274,0
14,person,0,754,840,156,276,0
14,person,1,151,186,217,274,0
15,person,0,751,837,155,275,0
15,person,1,151,187,217,274,0
16,person,0,749,838,154,276,0
16,person,1,151,186,217,273,0
17,person,0,750,841,154,277,0
17,person,1,151,186,217,274,0
18,person,0,151,186,217,274,0
18,person,1,750,840,154,277,0
18,person,2,415,444,198,290,0
19,person,0,151,186,217,273,0
19,person,1,752,840,158,277,0
20,person,0,151,186,217,274,0
21,person,0,151,186,217,274,0
21,person,1,493,546,170,310,0
22,person,0,151,186,217,274,0
22,person,1,494,546,170,309,0
23,person,0,492,547,170,310,0
23,person,1,151,186,217,274,0
24,person,0,491,547,164,311,0
24,person,1,151,186,217,274,0
24,person,2,377,400,206,281,0
25,person,0,492,546,166,311,0
25,person,1,151,186,218,274,0
25,person,2,376,400,205,281,0
26,person,0,151,186,218,274,0
26,person,1,377,400,205,281,0
27,person,0,490,544,163,308,0
27,person,1,151,186,218,274,0
27,person,2,377,401,205,281,0
28,person,0,151,186,218,274,0
28,person,1,489,545,160,308,0
29,person,0,151,186,218,274,0
29,person,1,378,401,206,280,0
29,person,2,489,545,161,308,0
30,person,0,150,186,218,274,0
30,person,1,379,401,206,280,0
30,person,2,487,546,158,308,0
31,person,0,150,186,218,274,0
31,person,1,378,401,205,282,0
32,person,0,151,185,218,274,0
32,person,1,487,544,159,310,0
32,person,2,378,401,205,284,0
33,person,0,151,185,218,274,0
33,person,1,638,675,212,278,0
33,person,2,485,542,159,310,0
33,person,3,379,402,205,283,0
34,person,0,151,186,218,274,0
34,person,1,636,672,207,274,0
34,person,2,378,402,205,284,0
35,person,0,480,543,161,309,0
35,person,1,151,186,218,273,0
35,person,2,226,267,208,275,0
36,person,0,150,186,218,273,0
36,person,1,481,542,166,308,0
37,person,0,150,186,218,273,0
38,person,0,381,404,207,281,0
38,person,1,151,186,218,273,0
39,person,0,150,186,218,273,0
40,person,0,151,186,218,273,0
41,person,0,150,186,219,273,0
42,person,0,490,549,158,314,0
42,person,1,150,186,219,272,0
42,person,2,381,406,206,284,0
43,person,0,491,549,160,313,0
43,person,1,150,186,219,272,0
44,person,0,490,548,161,314,0
44,person,1,150,186,219,272,0
44,person,2,381,405,206,285,0
45,person,0,381,405,206,284,0
45,person,1,150,186,219,273,0
46,person,0,380,405,206,283,0
46,person,1,150,186,218,273,0
47,person,0,380,404,206,283,0
47,person,1,150,186,218,273,0
48,person,0,381,403,207,283,0
48,person,1,694,722,189,243,0
48,person,2,150,186,219,273,0
49,person,0,488,547,160,314,0
49,person,1,380,403,206,283,0
49,person,2,695,721,188,253,0
49,person,3,150,186,219,273,0
50,person,0,381,403,207,282,0
50,person,1,491,547,161,313,0
50,person,2,150,186,218,273,0
50,person,3,417,445,198,288,0
51,person,0,382,405,207,283,0
51,person,1,150,186,218,273,0
52,person,0,383,406,206,282,0
53,person,0,383,405,205,283,0
53,person,1,416,445,199,289,0
55,person,0,150,187,218,273,0
56,person,0,418,445,199,290,0
56,person,1,382,403,203,284,0
56,person,2,150,186,218,273,0
57,person,0,150,186,218,273,0
57,person,1,421,447,199,290,0
58,person,0,150,187,218,273,0
58,person,1,418,446,199,291,0
59,person,0,422,448,199,291,0
60,person,0,487,549,153,302,0
60,person,1,150,186,219,273,0
61,person,0,488,550,153,299,0
61,person,1,150,186,219,273,0
62,person,0,150,186,219,273,0
63,person,0,149,186,219,273,0
63,person,1,487,551,154,303,0
64,person,0,149,186,218,274,0
65,person,0,149,186,219,273,0
66,person,0,148,185,219,273,0
66,person,1,487,547,159,316,0
67,person,0,148,184,219,273,0
68,person,0,148,184,218,274,0
69,person,0,148,184,219,273,0
69,person,1,482,545,155,320,0
70,person,0,148,184,219,273,0
70,person,1,483,544,157,319,0
71,person,0,149,184,219,273,0
71,person,1,482,543,158,320,0
71,person,2,380,399,205,284,0
72,person,0,380,400,203,285,0
72,person,1,150,185,219,273,0
72,person,2,485,541,162,319,0
73,person,0,150,185,219,273,0
73,person,1,379,400,203,284,0
73,person,2,415,443,196,291,0
73,person,3,481,542,160,321,0
74,person,0,150,185,219,273,0
74,person,1,413,443,196,290,0
74,person,2,377,399,203,284,0
75,person,0,588,629,188,260,0
75,person,1,150,186,219,273,0
76,person,0,150,187,218,274,0
76,person,1,751,841,162,280,0
76,person,2,377,399,202,286,0
77,person,0,151,186,218,273,0
77,person,1,751,841,162,277,0
77,person,2,376,399,201,286,0
78,person,0,150,185,219,273,0
78,person,1,753,841,161,279,0
78,person,2,379,400,201,286,0
78,person,3,224,267,208,275,0
79,person,0,149,184,218,273,0
79,person,1,754,837,163,297,0
79,person,2,378,399,201,285,0
80,person,0,150,184,218,273,0
80,person,1,753,840,160,284,0
80,person,2,224,267,208,275,0
80,person,3,376,398,201,286,0
81,person,0,150,184,220,272,0
81,person,1,224,267,207,275,0
81,person,2,754,839,164,293,0
81,person,3,378,399,202,285,0
82,person,0,754,841,160,281,0
83,person,0,751,840,162,278,0
84,person,0,752,840,160,278,0
86,person,0,753,840,159,277,0
86,person,1,14,170,8,419,0
87,person,0,39,182,0,424,0
87,person,1,754,840,157,276,0
87,person,2,598,650,167,305,0
88,person,0,39,185,0,419,0
